candidate,nn_distance,status,nearest_real_image_id
174,0.5854,selected,ISIC_0032890
582,0.4857,selected,ISIC_0031276
1887,0.497,selected,ISIC_0028680
1010,0.6746,selected,ISIC_0027522
159,0.5163,selected,ISIC_0028680
951,0.5647,selected,ISIC_0031276
671,0.6582,selected,ISIC_0024370
144,0.617,selected,ISIC_0031648
1754,0.5833,selected,ISIC_0027522
875,0.6158,selected,ISIC_0032890
1982,0.5963,selected,ISIC_0025680
278,0.5935,selected,ISIC_0027888
1091,0.6272,selected,ISIC_0029889
685,0.5439,selected,ISIC_0031346
694,0.6005,selected,ISIC_0032715
1164,0.5521,selected,ISIC_0033844
1410,0.591,selected,ISIC_0031197
1516,0.5245,selected,ISIC_0028680
1652,0.5552,selected,ISIC_0031276
1747,0.542,selected,ISIC_0032890
733,0.6463,selected,ISIC_0032867
1614,0.6306,selected,ISIC_0033608
428,0.6407,selected,ISIC_0027256
1374,0.6751,selected,ISIC_0031648
161,0.6089,selected,ISIC_0031759
1678,0.5958,selected,ISIC_0031093
1287,0.5675,selected,ISIC_0028680
1120,0.5806,selected,ISIC_0029099
168,0.5922,selected,ISIC_0031648
1318,0.5822,selected,ISIC_0025596
340,0.66,selected,ISIC_0031648
683,0.5751,selected,ISIC_0025680
576,0.6354,selected,ISIC_0027256
853,0.5948,selected,ISIC_0033135
53,0.6357,selected,ISIC_0033991
122,0.6257,selected,ISIC_0032890
687,0.674,selected,ISIC_0024747
12,0.6329,selected,ISIC_0032614
1535,0.5065,selected,ISIC_0031648
1152,0.5286,selected,ISIC_0025596
1710,0.6632,selected,ISIC_0024706
294,0.4776,selected,ISIC_0025680
1845,0.6615,selected,ISIC_0024706
1788,0.5974,selected,ISIC_0031276
556,0.5081,selected,ISIC_0033991
1314,0.65,selected,ISIC_0026163
1197,0.5668,selected,ISIC_0032890
1797,0.6005,selected,ISIC_0033991
637,0.5789,selected,ISIC_0031103
1045,0.6453,selected,ISIC_0033991
714,0.6249,selected,ISIC_0033608
130,0.6383,selected,ISIC_0030770
146,0.5584,selected,ISIC_0033991
1809,0.4663,selected,ISIC_0033991
1161,0.4808,selected,ISIC_0025680
627,0.565,selected,ISIC_0033135
432,0.5705,selected,ISIC_0033991
1626,0.5684,selected,ISIC_0033135
1895,0.6328,selected,ISIC_0031276
1633,0.6269,selected,ISIC_0028680
37,0.6624,selected,ISIC_0031648
1759,0.5844,selected,ISIC_0033254
723,0.534,selected,ISIC_0025680
622,0.6383,selected,ISIC_0033991
570,0.5605,selected,ISIC_0027522
786,0.5207,selected,ISIC_0024867
411,0.6461,selected,ISIC_0027522
925,0.5026,selected,ISIC_0031759
1760,0.634,selected,ISIC_0033991
1832,0.607,selected,ISIC_0031346
1185,0.4989,selected,ISIC_0033817
1654,0.5811,selected,ISIC_0032890
973,0.5462,selected,ISIC_0032890
816,0.6447,selected,ISIC_0031648
1093,0.6662,selected,ISIC_0029099
1742,0.5156,selected,ISIC_0033991
1229,0.6239,selected,ISIC_0032890
1129,0.5623,selected,ISIC_0027522
673,0.4826,selected,ISIC_0033991
783,0.5225,selected,ISIC_0033135
1628,0.6608,selected,ISIC_0031197
1285,0.655,selected,ISIC_0024706
1994,0.5421,selected,ISIC_0033135
579,0.6234,selected,ISIC_0032076
1833,0.6209,selected,ISIC_0024706
979,0.6108,selected,ISIC_0031270
256,0.5586,selected,ISIC_0032890
61,0.6081,selected,ISIC_0032890
1233,0.6056,selected,ISIC_0026163
58,0.4743,selected,ISIC_0025680
829,0.6214,selected,ISIC_0031759
818,0.6254,selected,ISIC_0033608
17,0.6333,selected,ISIC_0033608
465,0.6729,selected,ISIC_0031276
1726,0.5691,selected,ISIC_0033135
191,0.5504,selected,ISIC_0033135
501,0.5823,selected,ISIC_0028680
133,0.6101,selected,ISIC_0031197
762,0.655,selected,ISIC_0031759
1820,0.4889,selected,ISIC_0032890
1000,0.5534,selected,ISIC_0032240
910,0.5334,selected,ISIC_0033844
1762,0.5248,selected,ISIC_0033991
958,0.5858,selected,ISIC_0024370
865,0.5772,selected,ISIC_0032890
1964,0.5245,selected,ISIC_0033991
336,0.6475,selected,ISIC_0027522
939,0.6604,selected,ISIC_0033991
1290,0.6483,selected,ISIC_0032270
1263,0.5962,selected,ISIC_0032890
1545,0.554,selected,ISIC_0031346
551,0.6691,selected,ISIC_0031103
617,0.6263,selected,ISIC_0031197
1176,0.611,selected,ISIC_0028680
264,0.5744,selected,ISIC_0033991
887,0.602,selected,ISIC_0031648
507,0.6547,selected,ISIC_0029099
390,0.647,selected,ISIC_0031759
1402,0.5881,selected,ISIC_0025680
1094,0.6364,selected,ISIC_0025924
781,0.6359,selected,ISIC_0033991
197,0.6711,selected,ISIC_0031276
749,0.6178,selected,ISIC_0031270
1072,0.5835,selected,ISIC_0031197
49,0.5555,selected,ISIC_0028680
1474,0.6013,selected,ISIC_0024747
364,0.6057,selected,ISIC_0027888
1763,0.5778,selected,ISIC_0027256
1392,0.5917,selected,ISIC_0031197
1780,0.5911,selected,ISIC_0028680
1659,0.5521,selected,ISIC_0033135
1744,0.555,selected,ISIC_0027256
1086,0.5023,selected,ISIC_0025680
534,0.517,selected,ISIC_0028680
707,0.6197,selected,ISIC_0024375
1668,0.5362,selected,ISIC_0028680
1453,0.6735,selected,ISIC_0032270
11,0.5824,selected,ISIC_0024402
1737,0.6545,selected,ISIC_0031648
662,0.5597,selected,ISIC_0033135
984,0.6131,selected,ISIC_0033991
1408,0.5724,selected,ISIC_0029099
1734,0.5217,selected,ISIC_0028680
1482,0.5745,selected,ISIC_0033991
1133,0.6705,selected,ISIC_0031648
386,0.6758,selected,ISIC_0030722
1647,0.5326,selected,ISIC_0027522
1813,0.6203,selected,ISIC_0033844
321,0.6452,selected,ISIC_0031648
426,0.5788,selected,ISIC_0033991
1111,0.6175,selected,ISIC_0033991
603,0.5515,selected,ISIC_0031276
497,0.5951,selected,ISIC_0026163
1615,0.6489,selected,ISIC_0028188
558,0.6375,selected,ISIC_0028714
1288,0.5788,selected,ISIC_0033991
30,0.6288,selected,ISIC_0033844
1598,0.5871,selected,ISIC_0024867
858,0.5424,selected,ISIC_0031346
1320,0.5057,selected,ISIC_0033991
1946,0.57,selected,ISIC_0032715
1310,0.5116,selected,ISIC_0033991
1449,0.6301,selected,ISIC_0027522
1937,0.6443,selected,ISIC_0033991
160,0.6178,selected,ISIC_0031996
1559,0.6756,selected,ISIC_0024375
1106,0.5843,selected,ISIC_0025596
1015,0.5956,selected,ISIC_0027522
1707,0.5733,selected,ISIC_0032890
1971,0.6115,selected,ISIC_0031197
1865,0.5748,selected,ISIC_0029099
280,0.5742,selected,ISIC_0024867
1730,0.5729,selected,ISIC_0031197
372,0.4634,selected,ISIC_0033991
484,0.6051,selected,ISIC_0033158
635,0.601,selected,ISIC_0033158
1854,0.6435,selected,ISIC_0029099
713,0.6526,selected,ISIC_0031759
1995,0.5421,selected,ISIC_0031759
242,0.4813,selected,ISIC_0032890
26,0.5693,selected,ISIC_0029099
981,0.5433,selected,ISIC_0033991
1792,0.5769,selected,ISIC_0028680
282,0.6055,selected,ISIC_0033969
1959,0.6014,selected,ISIC_0032538
1025,0.5849,selected,ISIC_0025628
307,0.6691,selected,ISIC_0031270
1293,0.5643,selected,ISIC_0024867
666,0.5715,selected,ISIC_0029099
1218,0.5889,selected,ISIC_0032867
1532,0.6425,selected,ISIC_0032867
260,0.652,selected,ISIC_0029099
1993,0.6082,selected,ISIC_0032839
607,0.599,selected,ISIC_0033565
47,0.5181,selected,ISIC_0033135
1505,0.6205,selected,ISIC_0030770
457,0.5698,selected,ISIC_0024706
961,0.5253,selected,ISIC_0026068
870,0.5215,selected,ISIC_0031648
526,0.6512,selected,ISIC_0032076
238,0.5861,selected,ISIC_0027522
652,0.5787,selected,ISIC_0032614
91,0.6033,selected,ISIC_0029099
1271,0.6497,selected,ISIC_0032890
838,0.5844,selected,ISIC_0033817
422,0.5776,selected,ISIC_0033135
581,0.5963,selected,ISIC_0032890
1671,0.6189,selected,ISIC_0033991
96,0.642,selected,ISIC_0024706
957,0.607,selected,ISIC_0029099
1484,0.6738,selected,ISIC_0027522
1852,0.5774,selected,ISIC_0028714
1440,0.5184,selected,ISIC_0033844
487,0.5727,selected,ISIC_0028680
792,0.6494,selected,ISIC_0027522
1506,0.6121,selected,ISIC_0031276
1948,0.6282,selected,ISIC_0028680
66,0.606,selected,ISIC_0033991
1466,0.5554,selected,ISIC_0031276
955,0.666,selected,ISIC_0032890
1167,0.6525,selected,ISIC_0026163
165,0.5816,selected,ISIC_0031276
1677,0.5475,selected,ISIC_0027522
323,0.5533,selected,ISIC_0031759
1753,0.5982,selected,ISIC_0031759
1646,0.6203,selected,ISIC_0029099
1723,0.6244,selected,ISIC_0029099
860,0.6665,selected,ISIC_0032270
531,0.6132,selected,ISIC_0024706
1009,0.6572,selected,ISIC_0031270
1828,0.5813,selected,ISIC_0028680
251,0.6181,selected,ISIC_0031648
1784,0.6255,selected,ISIC_0031648
1625,0.6351,selected,ISIC_0027522
229,0.6241,selected,ISIC_0030770
573,0.5375,selected,ISIC_0029099
447,0.673,selected,ISIC_0027903
529,0.4908,selected,ISIC_0025680
1578,0.5556,selected,ISIC_0026163
103,0.6098,selected,ISIC_0029889
304,0.6149,selected,ISIC_0027903
1388,0.5113,selected,ISIC_0031759
987,0.5975,selected,ISIC_0027522
1375,0.6137,selected,ISIC_0033135
742,0.5905,selected,ISIC_0032076
1855,0.6685,selected,ISIC_0033991
779,0.6504,selected,ISIC_0033991
591,0.5596,selected,ISIC_0031759
512,0.5878,selected,ISIC_0033991
660,0.5933,selected,ISIC_0026163
1418,0.5144,selected,ISIC_0024867
1755,0.5689,selected,ISIC_0028680
1266,0.6677,selected,ISIC_0031197
1704,0.6207,selected,ISIC_0031197
995,0.5077,selected,ISIC_0033991
948,0.604,selected,ISIC_0033608
1182,0.6074,selected,ISIC_0033991
257,0.6148,selected,ISIC_0028680
295,0.6392,selected,ISIC_0031648
442,0.6212,selected,ISIC_0033844
616,0.5539,selected,ISIC_0027256
1099,0.5637,selected,ISIC_0025680
1834,0.5977,selected,ISIC_0024706
974,0.5783,selected,ISIC_0033991
1850,0.5829,selected,ISIC_0025924
207,0.5851,selected,ISIC_0029889
580,0.6413,selected,ISIC_0033844
1918,0.5933,selected,ISIC_0024867
1523,0.546,selected,ISIC_0033135
1217,0.5856,selected,ISIC_0029099
1132,0.5899,selected,ISIC_0033991
1816,0.6046,selected,ISIC_0027522
1743,0.6111,selected,ISIC_0033135
1253,0.5645,selected,ISIC_0026163
1690,0.6474,selected,ISIC_0033991
1530,0.5377,selected,ISIC_0028680
1077,0.601,selected,ISIC_0027903
1839,0.6237,selected,ISIC_0033135
1438,0.6204,selected,ISIC_0033991
1216,0.5504,selected,ISIC_0033991
891,0.541,selected,ISIC_0031759
420,0.6135,selected,ISIC_0027856
131,0.5935,selected,ISIC_0028714
68,0.5878,selected,ISIC_0029889
659,0.66,selected,ISIC_0029099
1162,0.5338,selected,ISIC_0029099
1427,0.573,selected,ISIC_0033991
1014,0.5084,selected,ISIC_0031759
1728,0.5814,selected,ISIC_0025680
665,0.667,selected,ISIC_0031276
337,0.5619,selected,ISIC_0027856
840,0.5961,selected,ISIC_0033608
1912,0.628,selected,ISIC_0032270
1579,0.5249,selected,ISIC_0033135
117,0.5459,selected,ISIC_0028680
1783,0.5922,selected,ISIC_0031276
367,0.5473,selected,ISIC_0029099
431,0.5109,selected,ISIC_0032919
1856,0.5423,selected,ISIC_0025680
1172,0.6257,selected,ISIC_0029099
1142,0.5814,selected,ISIC_0031276
1563,0.5303,selected,ISIC_0028680
1607,0.6021,selected,ISIC_0027888
296,0.6237,selected,ISIC_0024867
1378,0.5579,selected,ISIC_0031648
1902,0.6038,selected,ISIC_0031759
279,0.6293,selected,ISIC_0031276
1953,0.612,selected,ISIC_0032890
1860,0.672,selected,ISIC_0024706
339,0.6137,selected,ISIC_0033135
210,0.5736,selected,ISIC_0028680
1983,0.5611,selected,ISIC_0033135
55,0.5458,selected,ISIC_0024706
140,0.5966,selected,ISIC_0028714
993,0.5918,selected,ISIC_0029099
1682,0.572,selected,ISIC_0028680
1179,0.6276,selected,ISIC_0031197
463,0.5835,selected,ISIC_0032890
1411,0.5187,selected,ISIC_0024370
214,0.6191,selected,ISIC_0033608
412,0.6141,selected,ISIC_0032890
766,0.5375,selected,ISIC_0033991
